id,time,user_id,username,name,place,tweet,label
"""1190347176620314624""",19:17:37,"""1047596886784462848""",Jen,Jen65683030,"Pennsylvania, USA","RT @USNationalGuard: โOur overall goal has been to try and conserve and save money...if we get more of our plans implemented, we will see microturbines in the future based on natural gas, which leverages all the new natural gas resources that are available to us.โ @123AW_KYANG https://t.co/Kfj0h8s1CP",0
"""1190343018160803840""",19:01:05,"""80019404""",UGI Utilities,UGI_Utilities,Pennsylvania,"#NatGasFact By funding natural gas efficiency programs, natural gas utilities helped customers save 239 trillion Btu of energy and offset 12.5 million metric tons of CO2 emissions in 2016!

Ready to take advantage of UGI's efficiency programs? Visit https://t.co/PpRYSF6erh today! https://t.co/uorLVmwUha",0
"""1190337917522235393""",18:40:49,"""1162731118417854472""",Inga Feuser,feuserin,Philadelphia,"RT @ClimateHuman: WHEREVER there are pipelines and tankers, there WILL be spills.

Leave all that shit in the ground. #ClimateEmergency
https://t.co/3aIlKFYjNf",1
"""1190335575854854147""",18:31:31,"""23091897""",Legal Intelligencer,thelegalintel,"Philadelphia, Pennsylvania","The Pennsylvania Supreme Court has agreed to hear arguments over whether the AG's office can sue natural gas operators under the Unfair Trade Practices and Consumer Protection Law over subsurface mineral rights leases.
@PAAttorneyGen $APC $CHK
https://t.co/1FkRrtqgbO",1
"""1190332794939023364""",18:20:28,"""138076370""",Mike Stanislaw,mikestanislaw,Eastern PA,"RT @MikeMostwill: Fairly solid guidance agreement that temperatures across the Eastern US will average below normal for the first two weeks of Nov. By mid-month, there are some signs of a potential moderation &amp; warm-up, but it's too soon to say &amp; will bear watching. #natgas #uswx https://t.co/1NGUPRQOM8",1
"""1190332219279192072""",18:18:11,"""129000249""",Nancy Harper,nancycutlass,"Schuylkill Haven, PA","RT @awprokop: If there's one thing we know about Donald Trump, it's that he has a deep and longstanding passion for reforming the Ukrainian natural gas industry. Just a personal obsession of his.",0
"""1190330903995793408""",18:12:57,"""372277855""",Breathe Project,BreatheProject,"Pittsburgh, PA","RT @ervin_grant: @NorthsideRide @PGHtransit @missyourdy @DuquesneLight @HeinzEndow @ElectricRoadmap @NRDCEnergy @BreatheProject @GASPPgh True, tech will not โsaveโ us, but we making buying decisions all the time, itโs about buying better and taking better account of what we buy. https://t.co/DLZQzC5P2U",0
"""1190324084128845824""",17:45:51,"""14617549""",DW Berkley,DWBerkley,"Pittsburgh, PA",Who needs some Waukesha compression packages to smash some natural gas?  I have 3 ready to go! Boom. https://t.co/JouyJNVlr9,1
"""1190320710465597440""",17:32:27,"""2513475555""",Lee Cessna,l_cessna,"Lebanon, Pa","RT @awprokop: If there's one thing we know about Donald Trump, it's that he has a deep and longstanding passion for reforming the Ukrainian natural gas industry. Just a personal obsession of his.",0
"""1190318941203238912""",17:25:25,"""23156178""",suzy greenberg,stacytklein,"Philadelphia, PA","RT @awprokop: If there's one thing we know about Donald Trump, it's that he has a deep and longstanding passion for reforming the Ukrainian natural gas industry. Just a personal obsession of his.",0
"""1190310019599917056""",16:49:58,"""1057434799097438210""",Pedutos Beard,BillPedutos,"Pittsburgh, PA",@6310Madison @billpeduto What high speed rail?  You can't get the environmental activists to support pipelines buried safely underground how in the heck do you think they'll support the massive above ground infrastructure for rail?,1
"""1190307858530865152""",16:41:22,"""22634098""",Cat Guay,UneOiseau,Somewhere in PA,"RT @tyrion1: Wait - these pipelines can actually leak? I thought the Repugnants told us they were super safe, tremendous and the greatest pipelines bribes and corruption can buy?

Also, ND is deepest Trump country /just saying

https://t.co/1m10ORkjfO",0
"""1190305338983112704""",16:31:22,"""19973003""",paulo,snakespol,Phoenixville,Pipelines: Killing America 100 acres at a time! https://t.co/QH4ebnvnxh,1
"""1190301732720513024""",16:17:02,"""42721735""",Shipley Energy,ShipleyEnergy,"York, PA",It's your last week to nominate a family in need to receive free natural gas for a year! Find out more information and nominate a family here: https://t.co/bdMNB143HM https://t.co/usSvPEzT5c,0
"""1190301716245340161""",16:16:58,"""1053384260101521408""",Tim Ferro,timwferro,"Hatfield, PA","RT @AzureDevOps: Whatโs new in #AzureDevOps Services Sprint 159? Sooo much:
โก๏ธ Azure Repos &amp; Azure Boards apps for Microsoft Teams
โก๏ธ Import work items from a CSV file
โก๏ธ CD capabilities for multi-stage YAML pipelines
โก๏ธ PowerShell scripts in Azure CLI task
...&amp; tons more: https://t.co/MITjcQAd2A https://t.co/IEmFW1iO1E",0
"""1190301624738160640""",16:16:36,"""254621726""",Boomer for Bernie,MoralOutrage1,Pennsylvania,"@almuth_gbler @21WIRE @thenation There are similar kinds of laws in states which prevent local governments from interfering with fracking, pipelines, etc.",0
"""1190301458794795015""",16:15:57,"""15727700""",Philadelphia PSR,PhilaPSR,"Philadelphia, PA","RT @truthout: ""This is the fourth significant spill from the Keystone pipeline in less than ten years of operation. History has shown us time and again that there is no safe way to transport fossil fuels, and pipelines are no exception.""

https://t.co/n6vQsjg8iz",0
"""1190300891154407424""",16:13:41,"""87776681""",Cindy,Sinders23,"Pennsylvania, USA","RT @tyrion1: Wait - these pipelines can actually leak? I thought the Repugnants told us they were super safe, tremendous and the greatest pipelines bribes and corruption can buy?

Also, ND is deepest Trump country /just saying

https://t.co/1m10ORkjfO",1
"""1190297661024407552""",16:00:51,"""856910017""",Acumen Analytics,AcumenAnalytics,Phila Pa,"The case for data lakes #data #AI #analytics #governance #datalakes
https://t.co/tqayHnmQiW",0
"""1190291542008848385""",15:36:32,"""811160628459143169""",Pe Mรผ,PeM60859308,blue planet,@alisffm @Eifel_Mahner @energieexperten Sie haben richtig recherchiert. Jedoch muss das Wasser (der Wasserstoff) ja nicht an Ort und Stelle erzeugt werden. Erdgas wird ja auch รผber pipelines dorthin transportiert wo es benรถtigt wird.,1
"""1190287368613507083""",15:19:57,"""409023510""",Peter E. Goulet,Stand2Bcounted,"Dillsburg, PA","@mhklein57 @CBS21NEWS All true indeed. Iโm all for a blended grid but wind and solar will never replace more than 35 to 40 % of generation that is done today by natural gas or Nuclear power. The Sierra Club counted 50 closures, along with 51 announcements of closure, since Trump was sworn into office.",1
"""1190284054618365954""",15:06:47,"""78425607""",Philip Shropshire,mrpshropshire,"Pittsburgh, Pa.","RT @MikeHudema: Scientists studying climate change expected layers of permafrost in the Canadian Arctic to melt by the year 2090. Instead, it's happening now: https://t.co/WzFQyMLmLq

In this #climate emergency, how do new pipelines make any sense? @JustinTrudeau

#ActOnClimate #energy #go100re https://t.co/PGNdJLiP78",1
"""1190276878000672774""",14:38:16,"""254621726""",Boomer for Bernie,MoralOutrage1,Pennsylvania,"@LeeCamp Atlantic Council was bragging this morning about the tremendous (and strategic) opportunity we have to sell ""our"" natural gas to asian  countries.",0
"""1190276517647077376""",14:36:50,"""60733777""",T,jcmthe4th,Pittsburgh,"@AriFleischer @JodyCacioppo Drives me nuts.  I own property in WNY.  There is no reason they could not open up Fracking.  Add revenue, create jobs, improve natural gas infrastructure for the North East.",1
"""1190276369080561664""",14:36:15,"""1172346168212258817""",HeatherGeo,HeatherOrGeorge,"Bernville, PA","RT @MikeHudema: Scientists studying climate change expected layers of permafrost in the Canadian Arctic to melt by the year 2090. Instead, it's happening now: https://t.co/WzFQyMLmLq

In this #climate emergency, how do new pipelines make any sense? @JustinTrudeau

#ActOnClimate #energy #go100re https://t.co/PGNdJLiP78",1
"""1190275594874785793""",14:33:10,"""2233635295""",Beth Houstonโณ๐๏ธ๐ฃ,MacBethSpeaks,Pale Blue Dot,RT @OccupyWallStNYC: Pipelines leakโall the time. https://t.co/miFrONGEDS,1
"""1190275338233794561""",14:32:09,"""753715389234720768""",County Propane Co.,CountyPropane,"Downingtown, PA",Propane is made by combining natural gas processing and crude oil refining. #Fact https://t.co/py82esG5l0,0
"""1190263922286313473""",13:46:47,"""14617549""",DW Berkley,DWBerkley,"Pittsburgh, PA","HA...""Business leaders to NYS: Stop the natural gas standoff"" https://t.co/h325PmvaSZ",1
"""1190258005830520834""",13:23:17,"""37755455""",Marcellus Shale,MarcellusGas,"Pittsburgh, Pa.","American consumers are saving billions of dollars annually thanks to domestic natural gas production. ๐ ๐๏ธ 

LEARN MORE: https://t.co/XksD2ZxFs9 https://t.co/xbpBjkYGgo",0
"""1190251086462038016""",12:55:47,"""824305321325789189""",Orion,SOrionC57,Pittsburgh,"@EMT_RedBeard @RBMcMacken @billpeduto https://t.co/77mMuhh1pp

Latest study says water has improved in the area since  fracking started and well failures are extremely rare.",0
"""1190245293478023168""",12:32:46,"""995297894721826816""",Joseph Schreiber,JosephSchreib16,"Philadelphia, PA","RT @tyrion1: Wait - these pipelines can actually leak? I thought the Repugnants told us they were super safe, tremendous and the greatest pipelines bribes and corruption can buy?

Also, ND is deepest Trump country /just saying

https://t.co/1m10ORkjfO",1
"""1190244231475937280""",12:28:33,"""1150950963378905088""",TheConstitutionalist,TheConstituti17,Philly,"RT @manny_ottawa: The only country in world that is shutting down oil industry and killing pipelines is Canada - Canada is a net absorber of Worldโs CO2 when you take into account the billion trees in boreal forest and lakes in our large land mass

This is disgusting and treasonous.",1
"""1190235367267540992""",11:53:19,"""21497752""",Luimbe,luimbe,"Philadelphia, PA","Oil pipelines fail then spill. Just what you have to accept. โWhen will it?โ and โhow bad can it be?โ are the questions Public legislators, administrators and executives have to answer.",1
"""1190229541006041088""",11:30:10,"""93104150""",Bill.I.Am.,BillUrsic,"Pennsylvania, USA","RT @EquitransMid: Wishing you a safe and happy Halloween, made possible by natural gas! #Wemoveenergy https://t.co/97bGLMq2Ve",0
"""1190225924442210304""",11:15:48,"""1057434799097438210""",Pedutos Beard,BillPedutos,"Pittsburgh, PA","@brendawatershed @billpeduto Brenda the air is cleaner and healthier now than it was before the ""evil frackers"" started providing us us with clean inexpensive natural gas for the past 10-12 years!",1
"""1190224512299745285""",11:10:11,"""872487406586515457""",james kaff,kaffjamesnewtow,"Pennsylvania, USA","RT @THEnergyNet: #Hydrogen: What is the challenge of burning hydrogen? Compared to natural gas the flame speed is 10 times higher!

Interested in hydrogen? Have a look at @Siemens #PGE19 Virtual Hub: https://t.co/UbSC7ceomA

#SiemensInfluencer #Energy https://t.co/5gB9tDnS0J",1
"""1190221791266033665""",10:59:22,"""3173316394""",Bradley Foster,Brad_E_Foster,"Pittsburgh, PA",Natural Gas Prices Retreat from a 7-Month High and Close Lower on a Larger-Than-Expected E... https://t.co/fVwqCo1gn6 via @Barchart,1
"""1190221664291827712""",10:58:52,"""3173316394""",Bradley Foster,Brad_E_Foster,"Pittsburgh, PA",NYMEX natural gas inches lower after higher than expected storage build report https://t.co/ZCCXegZPku,0
"""1190216538537766912""",10:38:30,"""17761648""",mwrab,mwrab,"Pennsylvania, USA","RT @pfpicardi: I remember when these pipelines were being built and the protestors were mocked by Big Oil, who claimed the chances of a leak were slim to none. 

Here we are, 383,000 gallons later. 

https://t.co/Kb87G6uwaU",0
"""1190207712472129536""",10:03:26,"""292624934""",Exploring 4NRG,AB_CutRock,Blue Marble,"RT @manny_ottawa: I congratulate @gmbutts and @JustinTrudeau you gotta it done

I can hear the clinging of champagne bottles at Rideau House. 

How does destroying Canadaโs oil and pipeline sectors by adding them to USA booming oil and pipelines sector help the planet?

Why do you hate Canada ๐จ๐ฆ? https://t.co/Jn4gfCLHaJ",0
"""1190206628357906433""",09:59:07,"""322967172""",Liquid  ๐บ๐ธ,RealLiquidLuke,"Burgettstown, PA",@danielgilman @billpeduto @32BJSEIU @Sam_Williamson What about Local 66 and other trade unions that are thriving because of natural gas? Are you fine with cutting them off at the knees?,1
"""1190204042892513281""",09:48:51,"""82933172""",Stevo!,573v0,"Pennsylvania, USA",@HoustonChron Natural gas' future.  Where is your editor?,0
"""1190186560785960960""",08:39:23,"""2836990418""",Paul E F,FerranteGiants,"Lehigh Valley, PA","@Newsweek @darinbouggess Oh wow now do fracking and the natural gas boom.

Funny how now the fake news liberal media suddenly cares about coal jobs.

Natural market foreces, natural gas is cheap so is oil. That flips and coal demand grows. Not caused government policy like the left would love to do.",0
"""1190183592640614400""",08:27:35,"""47856457""",Pierre Fitter,pierrefitter,Pale Blue Dot,"BUYERS WANTED: coal, crude oil, natural gas, refinery products, fertilisers, steel, cement and electricity

(Pls forward to the patriotic folks who bought the 600 Mercs on Dhanteras)

https://t.co/ZdKM6zddQm",0
"""1190183324872060928""",08:26:31,"""327615875""",Patrick Hanford,CodeSpent,"Pittsburgh, PA","If I want to use https://t.co/taWnKIDXu3 for my staging application &amp; https://t.co/zlz1eBWL9R for prod, I can not use oauth without hard-coded conditionals or separate pipelines, &amp; this seems incorrect.

@heroku @HerokuDevCenter any insight on this?",0
"""1190165259970985984""",07:14:44,English,"""1181418345393840128""",Kendrick Howie,0,EPUB Download Free Data Science on the Google Cloud Platform: Implementing End-to-End Real-Time Data Pipelines: From Ingest to Machine Learning =&gt,0
"""1190142755277856769""",05:45:19,"""3825047847""",I support im๐ment/removal,mePaulaThompson,"Erie, PA","@washingtonpost It explains why Rick Perry is involved. Plan to sell U.S. natural gas to Ukraine, aided by Giuliani and Energy Secretary Rick Perryโs lobbying of Naftogaz, the Ukrainian gas company.",1
"""1190135460552527873""",05:16:20,"""15826270""",Lini Kadaba,exinkygal,"Philadelphia, PA","Doesn't pose a threat? Anyone really believe that? Would the CEOs live next to these pipelines? 

 https://t.co/3RCyxRskDN",1
"""1190134257852784640""",05:11:33,"""1239970512""",Win the Senate VOTE Doug Jones,CltrotLyn,PA,RT @WSJPolitics: Congressional moves to block a new natural-gas pipeline to carry Russian natural gas to Europe have stalled while the tube nears its goal along the floor of the Baltic Sea https://t.co/tgZXUVZHwE,1
"""1190130296336855041""",04:55:48,"""28470987""",MCRTHRPRK,mcrthrprk,PA,"RT @tyrion1: Wait - these pipelines can actually leak? I thought the Repugnants told us they were super safe, tremendous and the greatest pipelines bribes and corruption can buy?

Also, ND is deepest Trump country /just saying

https://t.co/1m10ORkjfO",1
"""1190123957774700544""",04:30:37,"""716119658018025472""",Mark Hoffman,blizzardfever80,"Pennsylvania, USA",RT @bamwxcom: Solar cycle sunspots now appear to be lower than the late 2008 levels and more consistent too. Research suggests harsher longer winters are possible. Well were about to find out...#natgas #energy #AGwx https://t.co/9u43sHEpQr,1
"""1190122143339700224""",04:23:25,"""759129594880520192""",Cassandra #ThankYouBeto Hogan,Hogan80Hogan,"Pennsylvania, USA","RT @Brencye_: Tuning into @BetoORourke on the @breakfastclubam. Iโm loving the points made about creating teacher pipelines at HBCUs. 

82% of teachers and 80% of school leaders across the nation are white. 

There is a high need for teachers that racially identify with students in schools.",0
"""1190121410112438272""",04:20:30,"""883316162""",CathyO,cathyob1,Jersey Shore,"RT @tyrion1: Wait - these pipelines can actually leak? I thought the Repugnants told us they were super safe, tremendous and the greatest pipelines bribes and corruption can buy?

Also, ND is deepest Trump country /just saying

https://t.co/1m10ORkjfO",1
"""1190117885714272256""",04:06:29,"""1133124481680125952""","Ezra Reis, AKA #Residue by #NateSIlver",ezra_reis,"Kennedy Township, PA","RT @LivesKuato: @dbuquette @thehill Dakota/ keystone all part of the tar sands piping system. Dakota has leaked to . I have a fracked gas pipeline running through my neighborhood wanna know what happens when that leaks? 

Obama lifted the cap on crude exports. Thatโs why these pipelines are being payed, everywhere.",1
"""1190104200199491584""",03:12:07,"""2361643167""",G Kochanski,gpk320,"Pittsburgh, PA","RT @ClimateHuman: WHEREVER there are pipelines and tankers, there WILL be spills.

Leave all that shit in the ground. #ClimateEmergency
https://t.co/3aIlKFYjNf",1
"""1190104022985916417""",03:11:24,"""717553584490037250""",Frank Mitman,frankdpi,"Allentown, PA","RT @tyrion1: Wait - these pipelines can actually leak? I thought the Repugnants told us they were super safe, tremendous and the greatest pipelines bribes and corruption can buy?

Also, ND is deepest Trump country /just saying

https://t.co/1m10ORkjfO",1
"""1190083669362454528""",01:50:32,"""15387287""",NJShore,NJShore,Jersey Shore,"@cnnbrk But, #PennEast keeps telling us in NJ how safe pipelines are for the natural gas they get from fracking.",1
"""1190080957036015616""",01:39:45,"""1064378120""",Richard Weiss,_RL_W,Pittsburgh area,"RT @ScottKarasick: @thehill This is why they want to build pipelines on indigenous peoples land. Because when it spills, they donโt need to care",0
"""1190077474283180033""",01:25:55,English,"""14617549""",DW Berkley,37,What a disgrace. Iโm tired of the mayor crapping on our shale industry and disrespecting all the regional workers safely &amp,1
"""1190076231145967617""",01:20:58,"""82071751""",Mitch Hescox,mitch_at_EEN,"New Freedom, PA",Public Health Experts Flunk Report Tying Pennsylvania Air Quality Improvements to Gas Drilling https://t.co/J50a1dULL9,1
"""1190070381106941953""",00:57:43,"""35937592""",The contrarian they warned you about,marythetrainer,Pennsylvania,"RT @vegix: How many times were the people of North Dakota assured that this pipeline would be safe? ๐

How many times did protesters aptly cite numerous pipelines around the country that have had massive spills? ๐ค

https://t.co/l2w8JGuoFU

#BeTheChange4USA #BeTheChange4Earth",1
"""1190062621787070464""",00:26:53,"""37755455""",Marcellus Shale,MarcellusGas,"Pittsburgh, Pa.","Natural gas prices remain at 11-year lows because of an abundant supply of Marcellus Shale gas, according to National Fuel. https://t.co/g0BzSuNTC1",0
"""1190058638225883136""",00:11:04,"""31020455""",Domelights Unbound,Domelights,"Philadelphia, Pennsylvania","RT @CityJournal: Green virtue-signaling needs to be replaced by a practical program that could win public support, like expanding production of hydroelectric, nuclear, and increasingly abundant natural gas rather than ruinously expensive renewables. https://t.co/4KteCBn1Jy via @joelkotkin",0
"""1190058397552578561""",00:10:06,"""2189460066""",Pittsburgh Green Left ๐ป๐ฅ,PghGreenLeft,"Pittsburgh, PA","So @ACE_Fitzgerald's big idea is to convert cars to natural gas, after he demonizes those that demand a fossil-free future as ""far-left"". This is what #ClimateDenial looks like. We don't need petro jobs, we can have many green jobs with a #GreenNewDeal. https://t.co/eRQwddcIiV",0
"""1190049343383977985""",23:34:08,"""1111801883713245184""",RUTH K,RUTHKEN35510213,"Pennsylvania, USA",@realDonaldTrump letโs la more pipelines to destroy our lands https://t.co/afPF7X3w8G,1
"""1190041970825150466""",23:04:50,"""1032979754901807104""","๐กNews, Politics and Screaming into the Void๐",MoyerWm1,"Pennsylvania, USA","RT @highcountrynews: Colorado #oilandgas regulators are now pursuing penalties after faulty gas lines were determined to be the cause of a 2017 home explosion near Firestone, @ColoradoSun reports today.

How risky is the West's latest gas #boom?

https://t.co/NIzgwcCsBO",1
"""1190037533599645699""",22:47:12,"""178935133""",rh,Profits66,"York, PA","UGAZ: The Upcoming Frigid Cold Wave Sets A Bullish Configuration For The Natural Gas Complex https://t.co/QEkzshUrTh $UGAZ, $UNG, $DGAZ, $BOIL, $KOLD, $UNL, $GAZB, $GAZ",1
"""1190034294992969729""",22:34:20,"""823998756655861760""",Kuato Lives,LivesKuato,"Philly, PA","@dbuquette @thehill Dakota/ keystone all part of the tar sands piping system. Dakota has leaked to . I have a fracked gas pipeline running through my neighborhood wanna know what happens when that leaks? 

Obama lifted the cap on crude exports. Thatโs why these pipelines are being payed, everywhere.",1
"""1190033375060484097""",22:30:41,"""45288953""",Leslie Tafel,ltafel,"Pittsburgh, PA","RT @peoplesnatgas: You don't have any protection for the pipelines at your house?! Ahhh!!

Having a problem with a utility line at your home is definitely a nightmare scenario. Luckily, the Peoples Protection Program can keep you safe from scary, costly repairs. Enroll at https://t.co/bHBxVN3kOy. https://t.co/IVapml9bdU",1
"""1190026919426871297""",22:05:01,"""9020932""",Erie News Now,ErieNewsNow,"Erie, PA",National Fuel Customers to Pay Less for Natural Gas https://t.co/NhWgTjjPel,1
"""1190023350422298624""",21:50:50,"""1052880405714661382""",RestoreThe2ndSmallmthbassCurt #PrayersForJules!,smallmthbass,Pennsylvania ,"@BDebodine @RealTylerMorgan @AmieWohrer @LaughTrackItsT1 @NanaPatHead @sabes84 @libertarianinja @joural81 @SMadurski @BsMariani @Brian_Bokenyi @CynicalSquirrel @777_baum @JeffreySluder @Dutchman1789 @ArkBuildersPa @strugglingpulp @NanaNightWalker @Muffersquish @michaelnp1701 @maksim605 @windkbba @Just2Mucknfutch @shoregirlem @OopsAllBarrys @3GandaJ @jamila_jb @FreedomDisciple @Noone86595893 @MarjorieJarbea2 @YinzerPhoenix @Sara4Republic @SheenIve @neurodexter @nonsubscriber1 @KeithMalinak @mada1971 @The_Dreamshaper @Anthony_John171 @Puppymo89920170 @iamqmcgds @glennbeck @jack @sabes @PatUnleashed @JeffyJFR @WorldOfStu @YouTube @dandrasimmons @VICEUK 2) one rank in proven reserves. Second to only India in anthracite but one in combined reserves. Funny though, PA has a plethora of nuclear, coal, and co-gen(coal and natural gas) energy generation and is a net exporter. Anyhow, with new scrubbing technology combined with nuclear",0
